order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
667,9/28/2022,Vadapav,Fastfood,20,3,60,Cash,F,Evening
668,05-11-2022,Aalopuri,Fastfood,20,4,80,Online,M,Morning
669,3/18/2023,Sandwich,Fastfood,60,11,660,Online,M,Evening
670,07-05-2022,Panipuri,Fastfood,20,15,300,Cash,M,Night
671,10-09-2022,Sandwich,Fastfood,60,2,120,Online,M,Afternoon
672,11/24/2022,Cold coffee,Beverages,40,3,120,,F,Evening
673,9/17/2022,Sandwich,Fastfood,60,12,720,Cash,M,Midnight
674,7/17/2022,Sugarcane juice,Beverages,25,13,325,,M,Morning
675,4/17/2022,Sandwich,Fastfood,60,12,720,Cash,M,Night
676,05-04-2022,Frankie,Fastfood,50,7,350,Cash,F,Evening
677,5/19/2022,Cold coffee,Beverages,40,3,120,Online,F,Morning
678,5/23/2022,Aalopuri,Fastfood,20,3,60,Online,M,Evening
679,11-02-2022,Sandwich,Fastfood,60,12,720,Online,M,Morning
680,4/20/2022,Cold coffee,Beverages,40,4,160,Cash,M,Night
681,12-09-2022,Frankie,Fastfood,50,9,450,Online,F,Night
682,10-11-2022,Aalopuri,Fastfood,20,14,280,Online,M,Midnight
683,08-12-2022,Frankie,Fastfood,50,15,750,Cash,M,Midnight
684,9/18/2022,Vadapav,Fastfood,20,5,100,Cash,M,Afternoon
685,5/20/2022,Aalopuri,Fastfood,20,3,60,Cash,F,Afternoon
686,11/25/2022,Cold coffee,Beverages,40,5,200,Cash,M,Afternoon
687,12/18/2022,Vadapav,Fastfood,20,10,200,Cash,F,Midnight
688,5/14/2022,Frankie,Fastfood,50,5,250,Online,M,Afternoon
689,8/13/2022,Vadapav,Fastfood,20,6,120,Cash,F,Afternoon
690,10-05-2022,Vadapav,Fastfood,20,9,180,Cash,F,Night
691,04-01-2022,Sandwich,Fastfood,60,7,420,Cash,F,Evening
692,1/13/2023,Frankie,Fastfood,50,14,700,Online,M,Afternoon
693,11/29/2022,Sugarcane juice,Beverages,25,13,325,Online,F,Midnight
694,4/22/2022,Panipuri,Fastfood,20,14,280,Cash,M,Midnight
695,8/24/2022,Panipuri,Fastfood,20,10,200,Online,F,Midnight
696,2/23/2023,Sugarcane juice,Beverages,25,3,75,Online,F,Evening
697,05-05-2022,Sugarcane juice,Beverages,25,5,125,Cash,M,Midnight
698,11/26/2022,Panipuri,Fastfood,20,10,200,Online,M,Night
699,09-09-2022,Cold coffee,Beverages,40,1,40,Online,M,Evening
700,11/15/2022,Frankie,Fastfood,50,6,300,Cash,F,Evening
701,7/19/2022,Sugarcane juice,Beverages,25,14,350,Online,F,Evening
702,3/25/2023,Cold coffee,Beverages,40,13,520,Cash,F,Afternoon
703,11-01-2022,Panipuri,Fastfood,20,10,200,Online,F,Afternoon
704,8/14/2022,Sandwich,Fastfood,60,1,60,Online,F,Evening
705,10-07-2022,Sandwich,Fastfood,60,6,360,Online,M,Evening
706,02-05-2023,Frankie,Fastfood,50,8,400,Online,M,Night
707,12/16/2022,Panipuri,Fastfood,20,2,40,Online,M,Night
708,3/15/2023,Sandwich,Fastfood,60,5,300,Cash,F,Midnight
709,2/22/2023,Cold coffee,Beverages,40,6,240,Cash,M,Morning
710,3/15/2023,Sandwich,Fastfood,60,15,900,,M,Night
711,10/30/2022,Aalopuri,Fastfood,20,3,60,Cash,M,Afternoon
712,12/17/2022,Vadapav,Fastfood,20,3,60,Online,F,Midnight
713,12-02-2022,Sugarcane juice,Beverages,25,14,350,Online,F,Morning
714,12/14/2022,Sugarcane juice,Beverages,25,14,350,Cash,M,Afternoon
715,04-12-2022,Sandwich,Fastfood,60,1,60,Online,M,Morning
716,12-03-2022,Panipuri,Fastfood,20,9,180,Cash,F,Midnight
717,10-11-2022,Sugarcane juice,Beverages,25,15,375,,F,Evening
718,12/28/2022,Aalopuri,Fastfood,20,2,40,Online,M,Afternoon
719,05-09-2022,Vadapav,Fastfood,20,15,300,Cash,F,Midnight
720,05-10-2022,Frankie,Fastfood,50,14,700,Cash,F,Morning
721,8/13/2022,Panipuri,Fastfood,20,12,240,,M,Afternoon
722,9/14/2022,Vadapav,Fastfood,20,15,300,,M,Midnight
723,2/16/2023,Cold coffee,Beverages,40,10,400,Online,M,Evening
724,6/27/2022,Frankie,Fastfood,50,10,500,Cash,F,Night
725,07-04-2022,Vadapav,Fastfood,20,6,120,Online,F,Afternoon
726,09-11-2022,Panipuri,Fastfood,20,1,20,Online,M,Morning
727,8/25/2022,Aalopuri,Fastfood,20,5,100,Cash,F,Midnight
728,08-03-2022,Vadapav,Fastfood,20,1,20,Online,M,Midnight
729,11/24/2022,Sandwich,Fastfood,60,7,420,Cash,M,Night
730,6/28/2022,Frankie,Fastfood,50,13,650,Cash,F,Afternoon
731,03-09-2023,Frankie,Fastfood,50,10,500,Cash,F,Afternoon
732,6/13/2022,Panipuri,Fastfood,20,7,140,,F,Midnight
733,02-03-2023,Frankie,Fastfood,50,10,500,Cash,M,Evening
734,10-07-2022,Frankie,Fastfood,50,7,350,Cash,M,Evening
735,08-10-2022,Panipuri,Fastfood,20,11,220,Cash,M,Morning
736,9/25/2022,Panipuri,Fastfood,20,13,260,,M,Afternoon
737,9/20/2022,Frankie,Fastfood,50,13,650,Online,F,Night
738,03-01-2023,Sandwich,Fastfood,60,4,240,Online,F,Morning
739,06-06-2022,Aalopuri,Fastfood,20,11,220,Online,M,Night
740,7/30/2022,Aalopuri,Fastfood,20,9,180,Cash,M,Midnight
741,7/16/2022,Aalopuri,Fastfood,20,5,100,Online,M,Afternoon
742,11/18/2022,Panipuri,Fastfood,20,14,280,Online,M,Night
743,11-09-2022,Panipuri,Fastfood,20,1,20,Cash,M,Morning
744,6/25/2022,Frankie,Fastfood,50,10,500,Cash,F,Morning
745,09-11-2022,Aalopuri,Fastfood,20,2,40,Online,M,Evening
746,08-05-2022,Sugarcane juice,Beverages,25,5,125,Online,F,Midnight
747,1/14/2023,Cold coffee,Beverages,40,3,120,Cash,F,Midnight
748,9/20/2022,Sandwich,Fastfood,60,14,840,Cash,F,Night
749,8/31/2022,Vadapav,Fastfood,20,11,220,Cash,M,Morning
750,02-01-2023,Frankie,Fastfood,50,1,50,Online,M,Evening
751,9/16/2022,Vadapav,Fastfood,20,2,40,Cash,M,Afternoon
752,06-04-2022,Panipuri,Fastfood,20,2,40,Online,F,Morning
753,6/26/2022,Sugarcane juice,Beverages,25,1,25,Cash,M,Midnight
754,12/29/2022,Sugarcane juice,Beverages,25,14,350,Cash,F,Evening
755,01-02-2023,Aalopuri,Fastfood,20,12,240,Cash,F,Night
756,10/21/2022,Sugarcane juice,Beverages,25,10,250,Online,F,Morning
757,12/25/2022,Sugarcane juice,Beverages,25,11,275,Online,M,Morning
758,9/25/2022,Vadapav,Fastfood,20,3,60,Cash,F,Evening
759,12/25/2022,Sugarcane juice,Beverages,25,13,325,Online,M,Midnight
760,11/14/2022,Sugarcane juice,Beverages,25,1,25,Online,F,Evening
761,11-12-2022,Sandwich,Fastfood,60,3,180,,F,Midnight
762,04-09-2022,Vadapav,Fastfood,20,12,240,Online,F,Midnight
763,07-04-2022,Vadapav,Fastfood,20,14,280,,F,Night
764,2/14/2023,Sandwich,Fastfood,60,7,420,Cash,F,Night
765,6/15/2022,Sandwich,Fastfood,60,13,780,Cash,M,Night
766,6/19/2022,Sandwich,Fastfood,60,10,600,Online,F,Morning
767,2/26/2023,Frankie,Fastfood,50,8,400,Cash,F,Afternoon
768,01-12-2023,Sandwich,Fastfood,60,14,840,Cash,M,Afternoon
769,06-07-2022,Frankie,Fastfood,50,8,400,Cash,M,Morning
770,2/22/2023,Aalopuri,Fastfood,20,8,160,Cash,F,Morning
771,8/15/2022,Panipuri,Fastfood,20,5,100,Online,F,Midnight
772,3/20/2023,Cold coffee,Beverages,40,9,360,Cash,M,Evening
773,8/14/2022,Cold coffee,Beverages,40,7,280,Online,M,Afternoon
774,3/15/2023,Vadapav,Fastfood,20,1,20,Online,F,Night
775,3/27/2023,Sandwich,Fastfood,60,6,360,Cash,M,Night
776,02-07-2023,Frankie,Fastfood,50,10,500,Cash,M,Midnight
777,10/23/2022,Panipuri,Fastfood,20,13,260,Cash,M,Morning
778,06-11-2022,Frankie,Fastfood,50,13,650,Cash,M,Evening
779,1/16/2023,Sandwich,Fastfood,60,13,780,,M,Night
780,11/27/2022,Sugarcane juice,Beverages,25,13,325,Online,F,Afternoon
781,5/27/2022,Aalopuri,Fastfood,20,10,200,Online,M,Midnight
782,12/16/2022,Aalopuri,Fastfood,20,5,100,Online,M,Night
783,4/29/2022,Aalopuri,Fastfood,20,8,160,Cash,M,Morning
784,07-09-2022,Vadapav,Fastfood,20,8,160,Cash,F,Morning
785,12-07-2022,Aalopuri,Fastfood,20,2,40,Online,M,Afternoon
786,3/13/2023,Sandwich,Fastfood,60,14,840,Online,F,Night
787,3/25/2023,Aalopuri,Fastfood,20,2,40,Cash,F,Afternoon
788,8/13/2022,Sugarcane juice,Beverages,25,7,175,Online,M,Afternoon
789,08-03-2022,Sugarcane juice,Beverages,25,7,175,Cash,M,Morning
790,7/20/2022,Panipuri,Fastfood,20,3,60,Cash,F,Evening
791,04-07-2022,Vadapav,Fastfood,20,3,60,,M,Midnight
792,2/25/2023,Vadapav,Fastfood,20,2,40,Cash,F,Morning
793,8/30/2022,Sandwich,Fastfood,60,6,360,Cash,F,Night
794,10-02-2022,Sugarcane juice,Beverages,25,5,125,Online,M,Afternoon
795,01-10-2023,Vadapav,Fastfood,20,9,180,Cash,M,Evening
796,6/25/2022,Sugarcane juice,Beverages,25,14,350,Online,M,Night
797,11/26/2022,Cold coffee,Beverages,40,11,440,Cash,M,Night
798,5/22/2022,Frankie,Fastfood,50,12,600,,M,Night
799,01-11-2023,Panipuri,Fastfood,20,1,20,Online,F,Night
800,11-06-2022,Cold coffee,Beverages,40,14,560,Cash,M,Night
801,4/28/2022,Aalopuri,Fastfood,20,7,140,Cash,F,Evening
802,1/23/2023,Sandwich,Fastfood,60,7,420,Online,F,Afternoon
803,8/27/2022,Vadapav,Fastfood,20,5,100,,M,Night
804,10-11-2022,Cold coffee,Beverages,40,12,480,Online,F,Night
805,05-08-2022,Sugarcane juice,Beverages,25,1,25,Online,M,Afternoon
806,5/23/2022,Vadapav,Fastfood,20,3,60,Online,M,Evening
807,6/13/2022,Frankie,Fastfood,50,1,50,Online,F,Midnight
808,9/21/2022,Panipuri,Fastfood,20,1,20,Online,M,Morning
809,12-12-2022,Panipuri,Fastfood,20,10,200,Online,M,Evening
810,12/27/2022,Vadapav,Fastfood,20,3,60,Online,M,Morning
811,03-02-2023,Aalopuri,Fastfood,20,13,260,Cash,M,Afternoon
812,08-08-2022,Panipuri,Fastfood,20,5,100,Cash,M,Afternoon
813,10/13/2022,Panipuri,Fastfood,20,10,200,Online,M,Afternoon
814,10-05-2022,Vadapav,Fastfood,20,13,260,Cash,F,Midnight
815,4/20/2022,Cold coffee,Beverages,40,12,480,Online,F,Afternoon
816,01-11-2023,Sugarcane juice,Beverages,25,11,275,Cash,M,Morning
817,5/21/2022,Aalopuri,Fastfood,20,12,240,Cash,F,Evening
818,2/28/2023,Frankie,Fastfood,50,6,300,Cash,M,Night
819,10-12-2022,Vadapav,Fastfood,20,10,200,Cash,M,Evening
820,2/24/2023,Aalopuri,Fastfood,20,3,60,,M,Midnight
821,7/24/2022,Aalopuri,Fastfood,20,12,240,Cash,F,Midnight
822,6/17/2022,Panipuri,Fastfood,20,12,240,Online,M,Morning
823,2/13/2023,Panipuri,Fastfood,20,11,220,Online,M,Midnight
824,1/18/2023,Vadapav,Fastfood,20,2,40,Online,F,Evening
825,10/30/2022,Panipuri,Fastfood,20,14,280,Cash,F,Morning
826,12-02-2022,Sandwich,Fastfood,60,15,900,Cash,F,Night
827,01-06-2023,Sandwich,Fastfood,60,12,720,Cash,M,Midnight
828,8/18/2022,Panipuri,Fastfood,20,6,120,Cash,M,Evening
829,9/19/2022,Cold coffee,Beverages,40,6,240,Cash,M,Night
830,11/28/2022,Cold coffee,Beverages,40,9,360,,M,Night
831,08-01-2022,Frankie,Fastfood,50,5,250,Online,F,Morning
832,06-06-2022,Sugarcane juice,Beverages,25,4,100,Cash,M,Morning
833,09-01-2022,Panipuri,Fastfood,20,2,40,Online,F,Evening
834,5/25/2022,Sugarcane juice,Beverages,25,14,350,Cash,M,Evening
835,9/27/2022,Sugarcane juice,Beverages,25,7,175,Online,M,Afternoon
836,8/31/2022,Vadapav,Fastfood,20,2,40,Cash,F,Midnight
837,5/19/2022,Aalopuri,Fastfood,20,7,140,Cash,M,Midnight
838,7/31/2022,Cold coffee,Beverages,40,9,360,Online,F,Morning
839,05-08-2022,Sugarcane juice,Beverages,25,4,100,Cash,F,Afternoon
840,2/18/2023,Cold coffee,Beverages,40,15,600,,F,Midnight
841,02-03-2023,Vadapav,Fastfood,20,9,180,Cash,M,Night
842,5/25/2022,Panipuri,Fastfood,20,2,40,Cash,F,Evening
843,07-04-2022,Sugarcane juice,Beverages,25,1,25,Cash,F,Morning
844,05-04-2022,Sugarcane juice,Beverages,25,13,325,Cash,M,Morning
845,07-01-2022,Cold coffee,Beverages,40,6,240,Online,F,Evening
846,4/20/2022,Aalopuri,Fastfood,20,5,100,Online,M,Afternoon
847,8/14/2022,Panipuri,Fastfood,20,11,220,Online,M,Midnight
848,11-10-2022,Frankie,Fastfood,50,9,450,Cash,M,Night
849,11-03-2022,Cold coffee,Beverages,40,10,400,Cash,F,Night
850,8/20/2022,Vadapav,Fastfood,20,3,60,Online,F,Afternoon
851,1/28/2023,Aalopuri,Fastfood,20,15,300,Online,F,Night
852,05-05-2022,Sugarcane juice,Beverages,25,8,200,Online,M,Night
853,2/17/2023,Cold coffee,Beverages,40,3,120,Online,F,Midnight
854,10/14/2022,Cold coffee,Beverages,40,14,560,Online,F,Night
855,10/23/2022,Vadapav,Fastfood,20,5,100,Online,M,Evening
856,05-04-2022,Aalopuri,Fastfood,20,11,220,Cash,F,Night
857,11-08-2022,Sugarcane juice,Beverages,25,14,350,Online,F,Evening
858,11/22/2022,Cold coffee,Beverages,40,9,360,Cash,M,Evening
859,10-08-2022,Sandwich,Fastfood,60,11,660,Cash,F,Midnight
860,7/16/2022,Cold coffee,Beverages,40,5,200,Cash,M,Night
861,1/24/2023,Sugarcane juice,Beverages,25,8,200,Cash,F,Night
862,03-10-2023,Frankie,Fastfood,50,7,350,Online,M,Night
863,09-08-2022,Frankie,Fastfood,50,9,450,Online,M,Night
864,8/20/2022,Cold coffee,Beverages,40,9,360,Online,M,Morning
865,1/23/2023,Sugarcane juice,Beverages,25,6,150,Cash,F,Night
866,8/13/2022,Frankie,Fastfood,50,10,500,Online,M,Midnight
867,1/26/2023,Frankie,Fastfood,50,15,750,Cash,M,Midnight
868,8/17/2022,Aalopuri,Fastfood,20,13,260,Cash,F,Evening
869,6/26/2022,Panipuri,Fastfood,20,9,180,Online,M,Midnight
870,10/31/2022,Cold coffee,Beverages,40,5,200,Online,F,Afternoon
871,12-07-2022,Vadapav,Fastfood,20,14,280,,F,Evening
872,7/14/2022,Sandwich,Fastfood,60,12,720,Cash,M,Afternoon
873,05-09-2022,Sugarcane juice,Beverages,25,1,25,Online,M,Night
874,05-09-2022,Cold coffee,Beverages,40,4,160,Cash,M,Midnight
875,08-05-2022,Vadapav,Fastfood,20,15,300,Cash,M,Evening
876,06-10-2022,Cold coffee,Beverages,40,8,320,Online,F,Evening
877,10/27/2022,Sugarcane juice,Beverages,25,14,350,Cash,F,Afternoon
878,08-12-2022,Sandwich,Fastfood,60,6,360,Online,M,Evening
879,11-06-2022,Cold coffee,Beverages,40,9,360,Cash,F,Evening
880,6/25/2022,Sugarcane juice,Beverages,25,5,125,Cash,F,Morning
881,5/25/2022,Sandwich,Fastfood,60,2,120,Cash,M,Midnight
882,4/23/2022,Panipuri,Fastfood,20,9,180,Online,M,Morning
883,8/24/2022,Aalopuri,Fastfood,20,5,100,Online,F,Midnight
884,03-01-2023,Vadapav,Fastfood,20,12,240,Online,M,Night
885,10/16/2022,Sugarcane juice,Beverages,25,4,100,Cash,M,Evening
886,7/21/2022,Sugarcane juice,Beverages,25,4,100,Cash,F,Night
887,10/24/2022,Aalopuri,Fastfood,20,3,60,Cash,M,Morning
888,09-05-2022,Vadapav,Fastfood,20,8,160,Cash,M,Evening
889,04-12-2022,Vadapav,Fastfood,20,10,200,Online,M,Midnight
890,03-03-2023,Sugarcane juice,Beverages,25,5,125,Cash,F,Morning
891,12/27/2022,Cold coffee,Beverages,40,11,440,Cash,M,Midnight
892,7/14/2022,Sugarcane juice,Beverages,25,7,175,Online,F,Evening
893,7/13/2022,Sugarcane juice,Beverages,25,12,300,Cash,F,Afternoon
894,3/19/2023,Sandwich,Fastfood,60,15,900,Cash,M,Morning
895,01-03-2023,Sugarcane juice,Beverages,25,11,275,Cash,M,Afternoon
896,10/30/2022,Aalopuri,Fastfood,20,13,260,Cash,M,Night
897,8/22/2022,Aalopuri,Fastfood,20,6,120,Online,M,Morning
898,03-02-2023,Frankie,Fastfood,50,8,400,Cash,M,Afternoon
899,1/24/2023,Aalopuri,Fastfood,20,7,140,Cash,M,Midnight
900,12-07-2022,Sugarcane juice,Beverages,25,9,225,Online,M,Afternoon
901,12/24/2022,Vadapav,Fastfood,20,7,140,Online,F,Morning
902,11/23/2022,Frankie,Fastfood,50,4,200,Online,M,Afternoon
903,01-01-2023,Aalopuri,Fastfood,20,15,300,Online,M,Night
904,03-12-2023,Aalopuri,Fastfood,20,4,80,Cash,F,Midnight
905,12/13/2022,Frankie,Fastfood,50,15,750,Cash,F,Midnight
906,04-04-2022,Sandwich,Fastfood,60,15,900,Cash,M,Afternoon
907,10/19/2022,Cold coffee,Beverages,40,4,160,,F,Midnight
908,03-06-2023,Sandwich,Fastfood,60,7,420,Cash,F,Night
909,2/21/2023,Cold coffee,Beverages,40,12,480,Online,F,Morning
910,10-09-2022,Panipuri,Fastfood,20,1,20,Cash,F,Afternoon
911,04-09-2022,Sandwich,Fastfood,60,1,60,Cash,M,Evening
912,9/17/2022,Aalopuri,Fastfood,20,6,120,Cash,M,Evening
913,2/15/2023,Frankie,Fastfood,50,15,750,Online,M,Evening
914,03-01-2023,Sandwich,Fastfood,60,14,840,Cash,M,Night
915,10-07-2022,Cold coffee,Beverages,40,7,280,Online,M,Afternoon
916,11/17/2022,Cold coffee,Beverages,40,15,600,,F,Afternoon
917,5/15/2022,Vadapav,Fastfood,20,15,300,Online,M,Evening
918,11-12-2022,Panipuri,Fastfood,20,6,120,Cash,M,Evening
919,01-03-2023,Vadapav,Fastfood,20,8,160,Online,F,Evening
920,07-12-2022,Frankie,Fastfood,50,13,650,Online,M,Evening
921,9/21/2022,Vadapav,Fastfood,20,14,280,Cash,M,Midnight
922,6/13/2022,Frankie,Fastfood,50,5,250,Online,F,Evening
923,5/30/2022,Cold coffee,Beverages,40,3,120,Online,M,Morning
924,12/17/2022,Panipuri,Fastfood,20,14,280,Cash,M,Afternoon
925,04-10-2022,Frankie,Fastfood,50,4,200,Online,F,Afternoon
926,2/27/2023,Frankie,Fastfood,50,15,750,Cash,F,Afternoon
927,12-02-2022,Cold coffee,Beverages,40,6,240,,F,Evening
928,04-07-2022,Sandwich,Fastfood,60,11,660,Online,M,Evening
929,06-06-2022,Frankie,Fastfood,50,9,450,Online,F,Night
930,11/27/2022,Sugarcane juice,Beverages,25,10,250,Online,M,Night
931,6/26/2022,Aalopuri,Fastfood,20,15,300,Cash,M,Afternoon
932,10/18/2022,Sandwich,Fastfood,60,9,540,Online,M,Afternoon
933,1/21/2023,Sugarcane juice,Beverages,25,15,375,Online,F,Afternoon
934,9/19/2022,Cold coffee,Beverages,40,4,160,Cash,F,Afternoon
935,2/17/2023,Sandwich,Fastfood,60,12,720,Cash,M,Midnight
936,08-10-2022,Panipuri,Fastfood,20,2,40,,M,Midnight
937,6/22/2022,Panipuri,Fastfood,20,4,80,Cash,M,Night
938,08-10-2022,Sugarcane juice,Beverages,25,14,350,Cash,M,Evening
939,2/19/2023,Vadapav,Fastfood,20,15,300,Online,M,Midnight
940,02-07-2023,Sugarcane juice,Beverages,25,14,350,Online,F,Midnight
941,02-10-2023,Cold coffee,Beverages,40,10,400,Online,F,Morning
942,7/20/2022,Frankie,Fastfood,50,6,300,Cash,M,Night
943,6/30/2022,Vadapav,Fastfood,20,6,120,Cash,F,Night
944,05-12-2022,Aalopuri,Fastfood,20,2,40,Cash,M,Midnight
945,5/15/2022,Cold coffee,Beverages,40,2,80,Online,F,Afternoon
946,2/21/2023,Sandwich,Fastfood,60,8,480,Cash,M,Midnight
947,8/16/2022,Aalopuri,Fastfood,20,11,220,Online,M,Night
948,1/16/2023,Sandwich,Fastfood,60,10,600,Online,M,Evening
949,01-07-2023,Panipuri,Fastfood,20,1,20,Cash,F,Evening
950,9/25/2022,Frankie,Fastfood,50,6,300,Online,F,Evening
951,11-11-2022,Panipuri,Fastfood,20,11,220,Cash,F,Afternoon
952,9/24/2022,Aalopuri,Fastfood,20,14,280,Cash,F,Evening
953,11-10-2022,Sandwich,Fastfood,60,2,120,Online,F,Afternoon
954,1/31/2023,Aalopuri,Fastfood,20,3,60,Cash,F,Midnight
955,1/27/2023,Sugarcane juice,Beverages,25,7,175,Online,M,Afternoon
956,4/30/2022,Frankie,Fastfood,50,13,650,Online,M,Morning
957,02-08-2023,Panipuri,Fastfood,20,3,60,Online,F,Midnight
958,5/22/2022,Sandwich,Fastfood,60,11,660,Online,F,Night
959,11/28/2022,Vadapav,Fastfood,20,8,160,Online,F,Midnight
960,08-12-2022,Sugarcane juice,Beverages,25,15,375,Online,F,Evening
961,3/14/2023,Frankie,Fastfood,50,13,650,Cash,M,Night
962,5/18/2022,Frankie,Fastfood,50,13,650,Online,F,Afternoon
963,10-05-2022,Vadapav,Fastfood,20,6,120,Cash,F,Morning
964,05-07-2022,Cold coffee,Beverages,40,8,320,Cash,M,Evening
965,10-08-2022,Frankie,Fastfood,50,5,250,Online,F,Night
966,3/19/2023,Panipuri,Fastfood,20,11,220,Online,F,Morning
967,6/29/2022,Cold coffee,Beverages,40,14,560,Cash,M,Afternoon
968,08-09-2022,Cold coffee,Beverages,40,15,600,Cash,F,Morning
969,11-06-2022,Cold coffee,Beverages,40,11,440,Cash,M,Morning
970,11/21/2022,Aalopuri,Fastfood,20,5,100,Online,F,Afternoon
971,10-02-2022,Frankie,Fastfood,50,2,100,Cash,F,Morning
972,03-11-2023,Aalopuri,Fastfood,20,1,20,Cash,F,Afternoon
973,06-07-2022,Sugarcane juice,Beverages,25,1,25,,F,Morning
974,1/28/2023,Vadapav,Fastfood,20,13,260,Online,M,Afternoon
975,1/15/2023,Aalopuri,Fastfood,20,1,20,Cash,M,Midnight
976,4/17/2022,Sugarcane juice,Beverages,25,11,275,,F,Morning
977,01-05-2023,Aalopuri,Fastfood,20,1,20,Cash,M,Evening
978,10-08-2022,Frankie,Fastfood,50,2,100,Online,M,Night
979,5/21/2022,Aalopuri,Fastfood,20,13,260,Cash,F,Midnight
980,6/20/2022,Vadapav,Fastfood,20,9,180,Online,M,Morning
981,1/22/2023,Panipuri,Fastfood,20,15,300,Online,M,Midnight
982,3/30/2023,Sugarcane juice,Beverages,25,14,350,Cash,F,Night
983,3/17/2023,Cold coffee,Beverages,40,10,400,,F,Night
984,01-07-2023,Frankie,Fastfood,50,3,150,Cash,M,Afternoon
985,6/14/2022,Frankie,Fastfood,50,1,50,Cash,F,Afternoon
986,4/30/2022,Sugarcane juice,Beverages,25,13,325,Online,M,Night
987,01-04-2023,Vadapav,Fastfood,20,3,60,Cash,F,Evening
988,01-03-2023,Frankie,Fastfood,50,13,650,,F,Night
989,10-11-2022,Cold coffee,Beverages,40,13,520,Cash,M,Afternoon
990,11/24/2022,Vadapav,Fastfood,20,10,200,Online,F,Morning
991,1/18/2023,Sandwich,Fastfood,60,7,420,Cash,F,Night
992,10/21/2022,Sandwich,Fastfood,60,5,300,Cash,M,Morning
993,7/17/2022,Frankie,Fastfood,50,3,150,Online,F,Night
994,11-01-2022,Panipuri,Fastfood,20,2,40,Online,F,Evening
995,6/18/2022,Sugarcane juice,Beverages,25,1,25,Online,M,Night
996,3/19/2023,Frankie,Fastfood,50,10,500,,F,Evening
997,9/20/2022,Sandwich,Fastfood,60,7,420,,M,Evening
998,1/26/2023,Sandwich,Fastfood,60,13,780,,M,Evening
999,8/27/2022,Panipuri,Fastfood,20,5,100,,F,Afternoon
1000,5/29/2022,Aalopuri,Fastfood,20,3,60,Online,F,Midnight
